"ISOAPL","ISOBMP","ISOTIP","ISOFIL","ISOALI","ISOLLN","ISOLNG","ISODSC","ISODFT","ISOFLG"
"RBE",11,"A","","",0,6,"STAN (System Trace Audit Number)","",""
"RBE",12,"A","","",0,12,"Date and time, Local Transaction","",""
"RBE",13,"A","","",0,4,"Local Date","",""
"RBE",15,"A","","",0,6,"Date, Settlement (fecha contable)","",""
"RBE",16,"A","","",0,4,"Date, Conversion","",""
"RBE",19,"A","","",0,3,"Country Code, Acquiring Institution","",""
"RBE",22,"A","","",0,12,"Point of Service Data Code","",""
"RBE",23,"A","","",0,3,"Card Sequence Number","",""
"RBE",24,"A","","",0,3,"Function Code","",""
"RBE",25,"A","","",0,4,"Message Reason Code","",""
"RBE",26,"A","","",0,4,"Card Acceptor Business Code","",""
"RBE",30,"A","","",0,24,"Amounts, Original","",""
"RBE",32,"A","","",2,12,"Acquirer Institution ID Code","",""
"RBE",33,"A","","",2,12,"Forwarding Institution ID Code","",""
"RBE",35,"A","","",2,37,"Track 2 Data","","S"
"RBE",37,"A","","",0,12,"RRN - Retrieval Reference Number","",""
"RBE",38,"A","","",0,6,"Approval Code","",""
"RBE",39,"A","","",0,3,"Action Code","",""
"RBE",41,"A","","",0,16,"Card Acceptor Terminal Identification","",""
"RBE",43,"A","","",2,32,"Card Acceptor Name/location","",""
"RBE",44,"A","","",2,99,"Additional Response Data","",""
"RBE",45,"A","","",2,76,"Track 1 data","","T"
"RBE",48,"A","","",3,999,"Reserved for Private Use","00013IP0000000000000",""
"RBE",49,"A","","",0,3,"Currency Code, Transaction","",""
"RBE",51,"A","","",0,3,"Currency Code, CardHolder Billing","",""
"RBE",52,"P","0","I",0,8,"Personal Identification Number Data (pin)","","T"
"RBE",54,"A","","",3,120,"Amounts, Additional","",""
"RBE",55,"A","","",3,510,"Integrated Circuit Card System Related (EMV)","",""
"RBE",56,"A","","",2,36,"Original Data Elements","",""
"RBE",60,"A","","",3,100,"CSM Reserved","",""
"RBE",62,"A","","",3,100,"Primary Reserved Private","",""
"RBE",72,"A","","",3,100,"Data Record","",""
"RBE",96,"A","","",3,100,"Key Management Data","",""
"RBE",98,"A","","",0,25,"PAYEE","",""
"RBE",102,"A","","",2,29,"Account Identification 1 (Cuenta debito)","",""
"RBE",103,"A","","",2,29,"Account Identification 2 (Cuenta Crédito)","",""
"RBE",123,"A","","",3,100,"Reserved for Private Use (cuentas OAR)","",""
"RBE",124,"A","","",0,5,"124 PRUEBA REVISAR CON RBE","",""
"RBE",127,"A","","",4,999,"Reserved for Private Use (Cuentasrelacionada)","",""
"RBE",128,"A","","",0,6,"128 PRUEBA REVISAR CON RBE","",""
"FCC",125,"A","","",3,500,"Codigo del canal.","",""
"BCO",1,"A","0","I",0,16,"Bit Map Secondary.","",""
"BCO",2,"A","0","I",2,19,"Primary Account Number","",""
"BCO",3,"A","0","I",0,6,"Processing Code","503000",""
"BCO",4,"A","0","I",0,12,"Transaction Amount","",""
"BCO",5,"D","3","I",0,12,"Cash Amount","",""
"BCO",6,"A","0","I",0,12,"Cardholder Billing Amount","",""
"BCO",7,"A","0","I",0,10,"Transmission Date and Time","",""
"BCO",10,"A","0","I",0,8,"Cardholder Billing Conversión Rate","",""
"BCO",11,"A","0","I",0,6,"System Trace Audit Number","",""
"BCO",12,"A","0","I",0,6,"Local Transaction Time","",""
"BCO",13,"A","0","I",0,4,"Local Transaction Date","",""
"BCO",14,"A","0","I",0,4,"Expiration Date","",""
"BCO",15,"A","0","I",0,4,"Settlement Date","",""
"BCO",17,"A","0","I",0,4,"Capture Date","",""
"BCO",18,"A","0","I",0,4,"Merchant Type","",""
"BCO",19,"A","0","I",0,3,"Acq Institution Country Code","",""
"BCO",22,"A","0","I",0,3,"Point of Service PIN Capture Code","",""
"BCO",25,"A","0","I",0,2,"Point of Service Condition Coder","",""
"BCO",28,"A","0","I",0,8,"Transaction Fee Amount","",""
"BCO",32,"A","0","I",2,11,"Acq Institution Identification Code","",""
"BCO",33,"A","0","I",2,11,"Forwarding inst id code Bm33","",""
"BCO",35,"A","0","I",2,37,"Track 2 Data","",""
"BCO",37,"A","0","I",0,12,"Retrieval Reference Number","",""
"BCO",38,"A","0","I",0,6,"Auth Identification Response","",""
"BCO",39,"A","0","I",0,2,"Response Code","",""
"BCO",41,"A","0","I",0,16,"Card Acceptor Terminal Id","",""
"BCO",42,"A","0","I",0,15,"Card Aceptor Id Code","",""
"BCO",43,"A","0","I",0,40,"Card Aceptor Name/Location","",""
"BCO",44,"A","0","I",2,27,"Additional Response Data","",""
"BCO",45,"A","3","I",2,76,"Track 1 de la tarjeta","",""
"BCO",48,"A","3","I",3,20,"Additional Data - Base24 - ATM Data.","",""
"BCO",49,"A","0","I",0,3,"Transaction Currency Code","",""
"BCO",50,"A","0","I",0,3,"Settlement Currency Code","",""
"BCO",52,"A","0","I",0,16,"Personal Identification Number (PIN)","",""
"BCO",53,"A","0","I",0,16,"Security Control Info Bm53","",""
"BCO",54,"A","0","I",3,12,"Additional Amounts","",""
"BCO",60,"A","3","I",3,12,"Terminal Data","",""
"BCO",61,"A","3","I",3,22,"Datos reservados","",""
"BCO",70,"A","3","I",0,3,"Network Management Information Code","",""
"BCO",90,"A","3","I",0,42,"Original Data Elements","",""
"BCO",95,"A","3","I",0,42,"Valor de reemplazo","",""
"BCO",100,"A","3","I",2,11,"Receiving Institution Id Code","",""
"BCO",102,"A","3","I",2,28,"Account Identification 1","",""
"BCO",103,"A","3","I",2,28,"Account Identification 2","",""
"BCO",105,"A","3","I",3,32,"Reserved for ISO use","",""
"BCO",120,"A","3","I",3,200,"Datos discrecionales trans. Falabella 1","",""
"BCO",121,"A","3","I",3,100,"Observaciones/Notas Bmp121","",""
"BCO",122,"A","3","I",3,104,"Datos discrecionales trans. Falabella 2","",""
"BCO",123,"A","3","I",3,500,"Bitmap 123","","      S"
"BCO",124,"A","3","I",3,12,"Datos discrecionales trans. Falabella 3","",""
"BCO",125,"A","3","I",3,15,"Datos discrecionales trans. Falabella 4","",""
"BCO",126,"A","3","I",3,999,"ATM Additional Data","",""
"BCO",127,"A","3","I",3,500,"User Data","",""
"BCO",30,"A","3","I",0,8,"IVA","",""
"DMB",1,"P","0","I",0,8,"Secondary Bit Map","",""
"DMB",2,"A","","",2,21,"Primary Account Number","",""
"DMB",3,"A","","",0,6,"Código de Procesamiento","",""
"DMB",4,"A","","",0,12,"Amount, Transaction","",""
"DMB",5,"A","","",0,12,"Settlement Amount.","",""
"DMB",6,"D","","",0,12,"Cardholder billing amount.","",""
"DMB",7,"A","","",0,10,"Transmission date & time","",""
"DMB",9,"A","","",0,8,"Conversion Rate, Settlement","",""
"DMB",11,"A","","",0,6,"STAN (System Trace Audit Number)","",""
"DMB",12,"A","","",0,6,"Local transaction time.","",""
"DMB",13,"A","","",0,4,"Local transaction date.","",""
"DMB",14,"A","","",0,4,"Expiration Date.","",""
"DMB",15,"A","","",0,4,"Date, Settlement (fecha contable)","",""
"DMB",16,"A","","",0,4,"Conversion Date.","",""
"DMB",17,"A","","",0,4,"Fecha de Captura","",""
"DMB",18,"A","","",0,4,"Merchant Type.","",""
"DMB",22,"A","","",0,3,"Point of Service Data Code","",""
"DMB",25,"A","","",0,2,"Point of service condition code.","",""
"DMB",26,"A","","",0,2,"Point of service PIN capture code.","",""
"DMB",27,"A","","",0,1,"Authorization Identification Response Length.","",""
"DMB",29,"A","","",0,8,"Amount, Settlement fee","",""
"DMB",32,"A","","",2,13,"Acquirer Institution ID Code","",""
"DMB",33,"A","","",2,13,"Forwarding Institution ID Code","",""
"DMB",35,"A","","",2,39,"Track 2 Data","",""
"DMB",37,"A","","",0,12,"RRN - Retrieval Reference Number","",""
"DMB",38,"A","","",0,6,"Authorization Number.","",""
"DMB",39,"A","","",0,2,"Response Code.","",""
"DMB",41,"A","","",0,8,"Card acceptor terminal identification.","",""
"DMB",42,"A","","",0,15,"Card acceptor identification code.","",""
"DMB",43,"A","","",0,40,"Card Acceptor Name/location","",""
"DMB",44,"A","","",2,91,"Additional Response Data","",""
"DMB",45,"A","","",2,78,"Track 1 data","",""
"DMB",48,"A","","",3,100,"Additional data, private.","",""
"DMB",49,"A","","",0,3,"Currency Code, Transaction","",""
"DMB",50,"A","","",0,3,"Currency code settlement.","",""
"DMB",51,"A","","",0,3,"Cardholder billing currency code.","",""
"DMB",52,"A","0","I",0,16,"Personal identification number (PIN).","",""
"DMB",53,"A","","",0,16,"Security Related Control Information","",""
"DMB",54,"A","","",3,15,"Additional amounts.","",""
"DMB",55,"A","","",3,512,"EMV DATOS","",""
"DMB",60,"A","","",3,19,"Advice reason code","",""
"DMB",61,"A","","",3,22,"Point of service data.","",""
"DMB",62,"A","","",3,16,"BASE24 Postal Code","",""
"DMB",63,"A","","",3,19,"Network Data.","",""
"DMB",64,"A","","",0,16,"Authentication Code Field.","",""
"DMB",66,"A","","",0,1,"Settlemente code.","",""
"DMB",70,"A","","",0,3,"Network Management Information Code","",""
"DMB",74,"A","","",0,10,"Number Credit.","",""
"DMB",75,"A","","",0,10,"Reversal number, credit.","",""
"DMB",76,"A","","",0,10,"Number, Debits","",""
"DMB",77,"A","","",0,10,"Reversal number, debits.","",""
"DMB",78,"A","","",0,10,"Number Transafer","",""
"DMB",79,"A","","",0,10,"Reversal Number Transafer","",""
"DMB",80,"A","","",0,10,"Number, inquiries.","",""
"DMB",81,"A","","",0,10,"Number Authorizations.","",""
"DMB",86,"A","","",0,16,"Amount, credits.","",""
"DMB",87,"A","","",0,16,"Reversal amount, credits","",""
"DMB",88,"A","","",0,16,"Amount, debits.","",""
"DMB",89,"A","","",0,16,"Reversal Amount, debits.","",""
"DMB",90,"A","","",0,42,"Original Data Elements","",""
"DMB",95,"A","","",0,42,"Replacement Amounts","",""
"DMB",96,"A","","",0,16,"Message security code.","",""
"DMB",97,"A","","",0,17,"Net settlement amount.","",""
"DMB",99,"A","","",0,13,"Settlemente institution identification code.","",""
"DMB",100,"A","","",2,13,"Receiving Institution ID Code","",""
"DMB",102,"A","","",2,30,"Account ID 1","",""
"DMB",103,"A","","",2,30,"Account Identification 2.","",""
"DMB",121,"A","","",3,63,"BASE24-fhm ATM Segment Information.","",""
"DMB",122,"A","","",3,13,"Card Issuer Identification Code.","",""
"DMB",123,"A","","",0,23,"Invoice Data.","",""
"DMB",124,"A","","",3,12,"Batch and Shift Data","",""
"DMB",125,"A","","",3,15,"Setlement Data","",""
"DMB",126,"A","","",3,41,"Preauthorization/Chargeback Data.","",""
"DMB",127,"A","","",0,32,"BASE24-pos User Data.","",""
"DMB",128,"A","","",0,16,"Message Authentication Code.","",""
"DMR",1,"A","","",0,16,"Secondary Bit Map","","      S"
"DMR",2,"A","","",2,21,"Primary Account Number","",""
"DMR",3,"A","","",0,6,"Código de Procesamiento","",""
"DMR",4,"A","","",0,12,"Amount, Transaction","",""
"DMR",6,"A","","",0,12,"Amount, CardHolder Billing","",""
"DMR",7,"A","","",0,10,"Transmission date & time","",""
"DMR",9,"A","","",0,8,"Conversion rate","",""
"DMR",10,"A","","",0,8,"CardHolder Billing Rate, Reconciliation","",""
"DMR",11,"A","","",0,6,"STAN (System Trace Audit Number)","",""
"DMR",12,"A","","",0,12,"Date and time, Local Transaction","",""
"DMR",15,"A","","",0,6,"Date, Settlement (fecha contable)","",""
"DMR",16,"A","","",0,4,"Date, Conversion","",""
"DMR",19,"A","","",0,3,"Country Code, Acquiring Institution","",""
"DMR",22,"A","","",0,12,"Point of Service Data Code","",""
"DMR",23,"A","","",0,3,"Card Sequence Number","",""
"DMR",24,"A","","",0,3,"Function Code","",""
"DMR",25,"A","","",0,4,"Message Reason Code","",""
"DMR",26,"A","","",0,4,"Card Acceptor Business Code","",""
"DMR",30,"A","","",0,24,"Amounts, Original","",""
"DMR",32,"A","","",2,12,"Acquirer Institution ID Code","",""
"DMR",33,"A","","",2,12,"Forwarding Institution ID Code","",""
"DMR",35,"A","","",2,37,"Track 2 Data","",""
"DMR",37,"A","","",0,12,"RRN - Retrieval Reference Number","",""
"DMR",38,"A","","",0,6,"Approval Code","",""
"DMR",39,"A","","",0,3,"Action Code","",""
"DMR",41,"A","","",0,16,"Card Acceptor Terminal Identification","",""
"DMR",43,"A","","",2,32,"Card Acceptor Name/location","",""
"DMR",44,"A","","",2,99,"Additional Response Data","",""
"DMR",45,"A","","",2,76,"Track 1 data","",""
"DMR",49,"A","","",0,3,"Currency Code, Transaction","",""
"DMR",51,"A","","",0,3,"Currency Code, CardHolder Billing","",""
"DMR",52,"P","0","I",0,8,"Personal Identification Number Data (pin)","",""
"DMR",54,"A","","",3,120,"Amounts, Additional","",""
"DMR",55,"A","","",3,510,"Integrated Circuit Card System Related (EMV)","",""
"DMR",56,"A","","",2,36,"Original Data Elements","",""
"DMR",60,"A","","",3,100,"CSM Reserved","",""
"DMR",62,"A","","",3,100,"Primary Reserved Private","",""
"DMR",72,"A","","",3,100,"Data Record","",""
"DMR",96,"A","","",3,100,"Key Management Data","",""
"DMR",102,"A","","",2,29,"Account Identification 1 (Cuenta debito)","",""
"DMR",103,"A","","",2,29,"Account Identification 2 (Cuenta Crédito)","",""
"DMR",123,"A","","",3,100,"Reserved for Private Use (cuentas OAR)","",""
"DMR",124,"A","","",0,5,"124 PRUEBA REVISAR CON RBE","",""
"DMR",127,"A","","",4,999,"Reserved for Private Use (Cuentasrelacionada)","",""
"DMR",128,"A","","",0,6,"128 PRUEBA REVISAR CON RBE","",""
"WEB",1,"A","","",0,16,"Bit Primario","",""
"WEB",2,"A","","",2,19,"Número de Tarjeta","*TOKENIZAR","S"
"WEB",3,"D","","",0,6,"Código de Proceso","",""
"WEB",4,"D","","",0,12,"Monto Transacción","",""
"WEB",7,"D","","",0,10,"Fecha y Hora de Transacción","",""
"WEB",6,"D","","",0,12,"Monto Transaccion en Origen","",""
"WEB",5,"D","","",0,12,"Valor de la transacción en Dólares","",""
"WEB",9,"A","","",0,8,"Tasa de conversión, settlement","",""
"WEB",10,"A","","",0,3,"cvv2","",""
"WEB",11,"D","","",0,6,"System Trace Audit Number.","",""
"WEB",12,"D","","",0,6,"Local Time","",""
"WEB",13,"D","","",0,4,"Local Date","",""
"WEB",14,"D","","",0,4,"Card Expiration Date","","T"
"WEB",15,"A","","",0,4,"Settlement date","",""
"WEB",16,"A","","",0,4,"Date, Conversion.","",""
"WEB",17,"A","","",0,4,"Capture Date","",""
"WEB",18,"D","","",0,4,"Merchant Type","",""
"WEB",19,"A","","",0,3,"Codigo pais origen","",""
"WEB",20,"A","","",0,3,"PAN Extended, Country Code","",""
"WEB",21,"A","","",0,3,"Código del País Emisor","152",""
"WEB",22,"D","","",0,3,"Card number entry mode","",""
"WEB",23,"D","","",0,3,"Card Sequence Number","",""
"WEB",24,"A","","",0,3,"Network International ID","",""
"WEB",25,"D","","",0,2,"Point of Service Condition Code","",""
"WEB",26,"A","","",0,2,"POS Pin Capture Code.","",""
"WEB",27,"A","","",0,1,"Authorization ID Response Length","",""
"WEB",28,"A","","",0,9,"Amount, Transaction Fee","",""
"WEB",30,"A","","",0,9,"Amount, Transaction Processing Fee","",""
"WEB",32,"D","","",2,11,"Acquiring Institution Code","",""
"WEB",33,"A","","",2,6,"Acquiring institution code.","",""
"WEB",34,"A","","",2,28,"PAN Extended","",""
"WEB",35,"A","","",2,37,"Track 2","",""
"WEB",36,"A","","",0,1,"BIT36","",""
"WEB",37,"A","","",0,12,"Retrieval Reference Number","",""
"WEB",38,"A","","",0,6,"Authorization Code","",""
"WEB",39,"D","","",0,2,"Answer Code","",""
"WEB",41,"A","","",0,8,"P.O.S. Terminal Identification","",""
"WEB",42,"A","","",0,15,"Card Acceptor Identification Code","",""
"WEB",43,"A","","",0,40,"Store Name/Address /Origin store","",""
"WEB",44,"A","","",2,25,"Additional Response Data","",""
"WEB",45,"A","","",2,76,"Track 1","",""
"WEB",46,"A","","",2,20,"Datos Adicionales respuesta compra internet","",""
"WEB",47,"A","","",0,1,"Private Data","",""
"WEB",48,"D","","",3,27,"Additional Data Base-24 POS Retailer Data","",""
"WEB",49,"D","","",0,3,"Transaction Currency Code","",""
"WEB",50,"A","0","I",0,3,"Código de Moneda de Liquidación","",""
"WEB",51,"D","","",0,3,"Código de Moneda del Emisor","",""
"WEB",52,"A","","",0,16,"PIN Block","",""
"WEB",53,"A","","",0,16,"BASE24-Información de control de seguridad","",""
"WEB",54,"A","","",3,120,"Additional Amounts","",""
"WEB",55,"A","","",3,512,"EMV Datos","",""
"WEB",56,"A","","",3,27,"Private Data","",""
"WEB",58,"A","","",0,1,"bit58","",""
"WEB",59,"A","","",0,1,"bit59","",""
"WEB",60,"A","","",3,11,"POS Entry Capability Code (Chip Visa)","",""
"WEB",61,"A","","",3,26,"Point of Service Date (Chip Master)","",""
"WEB",62,"A","","",3,128,"private data","",""
"WEB",63,"A","","",3,300,"Token Data","",""
"WEB",64,"A","","",0,1,"BASE64","",""
"WEB",66,"A","","",0,1,"Settlement Code.","",""
"WEB",67,"A","","",0,2,"Numero de Cuotas","",""
"WEB",68,"A","","",0,2,"Private Data","",""
"WEB",69,"A","","",0,2,"Private Data","",""
"WEB",70,"D","","",0,3,"Network management information code","",""
"WEB",73,"A","","",0,19,"Private Data","",""
"WEB",74,"A","","",0,10,"Credits, Number.","",""
"WEB",75,"A","","",0,10,"Credits, Rev.Number.","",""
"WEB",76,"A","","",0,10,"Debits, Number.","",""
"WEB",77,"A","","",0,10,"Debits, Rev.Number.","",""
"WEB",86,"A","","",0,16,"Credits, Amount.","",""
"WEB",87,"A","","",0,16,"Credits, Rev.Amount.","",""
"WEB",88,"A","","",0,16,"Debits, Amount.","",""
"WEB",89,"A","","",0,16,"Debits, Rev.Amount.","",""
"WEB",90,"D","","",0,42,"Original data elements","",""
"WEB",91,"A","","",0,1,"Member-Calculated IRF","",""
"WEB",95,"D","","",0,42,"Replacement Amounts","",""
"WEB",98,"A","","",0,25,"Nombre del Emisor","",""
"WEB",100,"A","","",2,11,"Receiving Institution Identification Code","",""
"WEB",102,"A","","",2,30,"BASE24-pos Reserved8-Private","",""
"WEB",104,"A","","",3,100,"Transaction Description","",""
"WEB",105,"A","","",3,512,"Large private Data 1 (UPC)","",""
"WEB",106,"A","","",3,512,"Large private Data 2 (Compra por internet)","",""
"WEB",107,"A","","",3,50,"Large private Data 3 (Campa¦as)","",""
"WEB",108,"A","","",3,10,"Información Transacciones Diferidas","",""
"WEB",109,"A","","",3,50,"Información de Puntos","",""
"WEB",110,"A","","",3,51,"Información de la compra","",""
"WEB",111,"A","","",3,110,"Nombre completo","",""
"WEB",112,"A","","",3,20,"Indicadores del cliente y cuenta","",""
"WEB",113,"A","","",3,30,"Informacion Adicional cliente 1","",""
"WEB",114,"A","","",3,12,"Informacion de Estado de Elementos","",""
"WEB",115,"A","","",3,15,"Rut Principal (CMR)","",""
"WEB",116,"A","","",3,128,"Numero de Telefono","",""
"WEB",120,"A","","",3,6,"BASE24-Administración de Llaves","",""
"WEB",121,"A","","",3,150,"BASE24-pos Private-2","",""
"WEB",122,"A","","",3,512,"Datos Adicionales","",""
"WEB",123,"A","","",3,550,"BASE24-Servicio de cifrado de mensajería","",""
"WEB",124,"A","","",3,9,"BASE24-pos Batch and Shift Data","",""
"WEB",125,"A","","",3,12,"BASE24-pos Reserved6-Private","",""
"WEB",126,"A","","",3,50,"BASE24-pos Reserved6-Private","",""
"WEB",127,"A","","",3,250,"BASE24-pos Reserved8-Private","",""
"FCC",27,"A","","",0,1,"Authorizing identification","",""
"PYT",124,"A","","",0,101,"Membre-defineDatta","",""
"NRT",124,"A","","",0,101,"Member-DefineDatta","",""
"NRT",120,"A","","",0,183,"Fraude Score de Risk Center","",""
"NRT",125,"A","","",0,238,"DE125 Verification Data","",""
"MCD",104,"A","","",3,100,"Transaction Description","",""
"PYT",125,"A","","",0,238,"DE125 Verification Data","",""
"BCO",108,"A","3","I",3,3,"Meses de Carencia","",""
"TFS",1,"A","","",0,16,"Bit Map, Extendido","",""
"TFS",3,"A","","",0,6,"Código de Proceso o Transacción","",""
"TFS",4,"A","","",0,12,"Monto, Transacción","",""
"TFS",7,"A","","",0,12,"Transmisión Date/Time","",""
"TFS",11,"A","","",0,6,"System Trace audit. Nro.","",""
"TFS",12,"A","","",0,6,"Time, Local Transaction","",""
"TFS",13,"A","","",0,6,"Date, Local Transaction","",""
"TFS",18,"A","","",0,4,"Tipo de Comercio o Tipo de Terminal usada","",""
"TFS",19,"A","","",0,3,"Código de país adquiriente","",""
"TFS",22,"A","","",0,3,"Modo de Entrada del PAN y del PIN","",""
"TFS",32,"A","","",0,11,"Código de Identif. institución Adquiriente","",""
"TFS",33,"A","0","I",0,11,"Forwarding Institution Code.","",""
"TFS",37,"A","0","I",0,12,"Número de Referencia","",""
"TFS",38,"A","0","I",0,6,"Código de Autorización","",""
"TFS",39,"A","0","I",0,3,"Código de Respuesta","",""
"TFS",41,"A","0","I",0,8,"Número de Terminal","",""
"TFS",43,"A","0","I",0,40,"Card Aceptor Name/Location","",""
"TFS",48,"A","0","I",0,22,"Additional Data - Fechas Adicionales","",""
"TFS",49,"A","0","I",0,3,"Moneda usada para la transacción","",""
"TFS",54,"A","0","I",0,999,"Datos de Transferencia","",""
"TFS",55,"A","0","I",0,150,"Additional Dates","",""
"TFS",63,"A","0","I",3,999,"MAC Origen","",""
"TFS",64,"A","0","I",3,999,"MAC CCA","",""
"TFS",70,"A","0","I",0,3,"Network Management Information Code","",""
"TEF",1,"A","0","I",0,16,"Bit Map Secondary.","",""
"TEF",2,"A","0","I",2,19,"Primary Account Number","","S"
"TEF",3,"A","0","I",0,6,"Processing Code","503000",""
"TEF",4,"A","0","I",0,12,"Transaction Amount","",""
"TEF",5,"D","3","I",0,12,"Cash Amount","",""
"TEF",6,"A","0","I",0,12,"Cardholder Billing Amount","",""
"TEF",7,"A","0","I",0,10,"Transmission Date and Time","",""
"TEF",10,"A","0","I",0,8,"Cardholder Billing Conversión Rate","",""
"TEF",11,"A","0","I",0,6,"System Trace Audit Number","",""
"TEF",12,"A","0","I",0,6,"Local Transaction Time","",""
"TEF",13,"A","0","I",0,4,"Local Transaction Date","",""
"TEF",14,"A","0","I",0,4,"Expiration Date","",""
"TEF",15,"A","0","I",0,4,"Settlement Date","",""
"TEF",17,"A","0","I",0,4,"Capture Date","",""
"TEF",18,"A","0","I",0,4,"Merchant Type","",""
"TEF",19,"A","0","I",0,3,"Acq Institution Country Code","",""
"TEF",22,"A","0","I",0,3,"Point of Service PIN Capture Code","",""
"TEF",25,"A","0","I",0,2,"Point of Service Condition Coder","",""
"TEF",28,"A","0","I",0,8,"Transaction Fee Amount","",""
"TEF",32,"A","0","I",2,11,"Acq Institution Identification Code","",""
"TEF",33,"A","0","I",2,11,"Forwarding inst id code Bm33","",""
"TEF",35,"A","0","I",2,37,"Track 2 Data","",""
"TEF",37,"A","0","I",0,12,"Retrieval Reference Number","",""
"TEF",38,"A","0","I",0,6,"Auth Identification Response","",""
"TEF",39,"A","0","I",0,2,"Response Code","",""
"TEF",41,"A","0","I",0,8,"Card Acceptor Terminal Id","",""
"TEF",42,"A","0","I",0,15,"Card Aceptor Id Code","",""
"TEF",43,"A","0","I",0,40,"Card Aceptor Name/Location","",""
"TEF",44,"A","0","I",2,27,"Additional Response Data","",""
"TEF",45,"A","3","I",2,76,"Track 1 de la tarjeta","",""
"TEF",48,"A","3","I",3,20,"Additional Data - Base24 - ATM Data.","",""
"TEF",49,"A","0","I",0,3,"Transaction Currency Code","",""
"TEF",50,"A","0","I",0,3,"Settlement Currency Code","",""
"TEF",52,"A","0","I",0,16,"Personal Identification Number (PIN)","","T"
"TEF",53,"A","0","I",0,16,"Security Control Info Bm53","",""
"TEF",54,"A","0","I",3,12,"Additional Amounts","",""
"TEF",60,"A","3","I",3,12,"Terminal Data","",""
"TEF",61,"A","3","I",3,22,"Datos reservados","",""
"TEF",70,"A","3","I",0,3,"Network Management Information Code","",""
"TEF",90,"A","3","I",0,42,"Original Data Elements","",""
"TEF",95,"A","3","I",0,42,"Valor de reemplazo","",""
"TEF",100,"A","3","I",2,11,"Receiving Institution Id Code","",""
"TEF",102,"A","3","I",2,20,"Account Identification 1","",""
"TEF",103,"A","3","I",2,20,"Account Identification 2","",""
"TEF",105,"A","3","I",3,32,"Reserved for ISO use","",""
"TEF",120,"A","3","I",3,200,"Datos discrecionales trans. Falabella 2","",""
"TEF",121,"A","3","I",3,100,"Observaciones/Notas Bmp121","",""
"TEF",122,"A","3","I",3,104,"Datos discrecionales trans. Falabella","",""
"TEF",123,"A","3","I",3,500,"Bitmap 123","","      S"
"TEF",124,"A","3","I",3,12,"Datos discrecionales trans. Falabella","",""
"TEF",125,"A","3","I",2,15,"Datos discrecionales trans. Falabella","",""
"TEF",126,"A","3","I",3,999,"Datos discrecionales trans. Falabella 1","","      S"
"TEF",127,"A","3","I",3,500,"Código de identificación de institución","",""
"TFE",1,"A","","",0,16,"Bit Map, Extendido","",""
"TFE",3,"A","","",0,6,"Código de Proceso o Transacción","",""
"TFE",4,"A","","",0,12,"Monto, Transacción","",""
"TFE",7,"A","","",0,12,"Transmisión Date/Time","",""
"TFE",11,"A","","",0,6,"System Trace audit. Nro.","",""
"TFE",12,"A","","",0,6,"Time, Local Transaction","",""
"TFE",13,"A","","",0,6,"Date, Local Transaction","",""
"TFE",18,"A","","",0,4,"Tipo de Comercio o Tipo de Terminal usada","",""
"TFE",19,"A","","",0,3,"Código de país adquiriente","",""
"TFE",22,"A","","",0,3,"Modo de Entrada del PAN y del PIN","",""
"TFE",32,"A","","",0,11,"Código de Identif. institución Adquiriente","",""
"TFE",33,"A","0","I",0,11,"Forwarding Institution Code.","",""
"TFE",37,"A","0","I",0,12,"Número de Referencia","",""
"TFE",38,"A","0","I",0,6,"Código de Autorización","",""
"TFE",39,"A","0","I",0,3,"Código de Respuesta","",""
"TFE",41,"A","0","I",0,8,"Número de Terminal","",""
"TFE",43,"A","0","I",0,40,"Card Aceptor Name/Location","",""
"TFE",48,"A","0","I",0,22,"Additional Data - Fechas Adicionales","",""
"TFE",49,"A","0","I",0,3,"Moneda usada para la transacción","",""
"TFE",54,"A","0","I",0,999,"Datos de Transferencia","",""
"TFE",55,"A","0","I",0,150,"Additional Dates","",""
"TFE",63,"A","0","I",3,999,"MAC Origen","",""
"TFE",64,"A","0","I",3,999,"MAC CCA","",""
"TFE",70,"A","0","I",0,3,"Network Management Information Code","",""
"NRT",56,"A","","",3,37,"Datos de la cuenta de Pago MCI","",""
"PYT",56,"A","","",3,37,"Datos de la cuenta de Pago MCI","",""
"NRT",23,"A","","",0,3,"Número Secuencia Tar.","",""
"NRT",33,"A","","",2,6,"Código de Institución","",""
"NRT",34,"A","","",0,170,"Fraude Score de Risk Center","",""
"NRT",55,"A","","",3,255,"IntegratedCircuitCard","",""
"NRT",102,"A","","",2,28,"Account identification 1","",""
"NRT",103,"A","","",2,28,"Account identification 2","",""
"NRT",104,"A","","",0,95,"Bitmap 104 Fust Fund","",""
"NRT",116,"A","","",3,999,"Datos Adicionales 3","","      S"
"NRT",121,"A","","",3,6,"AuthorizingAgentIDCode","",""
"PYT",23,"A","","",0,3,"Número Secuencia Tar.","",""
"PYT",33,"A","","",2,6,"Código de Institución","",""
"PYT",34,"A","","",0,170,"Fraude Score de Risk Center","",""
"PYT",104,"A","","",0,95,"Bitmap 104 (Fust Fund)","",""
"PYT",116,"A","","",3,999,"Datos Adicionales 3","","      S"
"PYT",120,"A","","",0,183,"Record Data","",""
"PYT",55,"A","","",3,255,"IntegratedCircuitCard","",""
"PYT",121,"A","","",3,6,"AuthorizingAgentIDCode","",""
"FLX",1,"A","","",0,16,"Bit Map, Extended","",""
